,product_name,user_rating,product_review
81,Skol,2.64,i had this beer at the airport in sao paulo from a can the beer is a light americanstyle lager smells of corn a bit of grass lightly sweet and grainy not as dry as many of the style but not very interesting simple straightforward and uninteresting
82,Hercules Double IPA,4.17,clear golden hued body dense slow rising carbonation thick white head long lasting semicreamy texture initial scent of floral and tropical fruit notes mild spicy zestiness very faint earthy maltiness very mild cereal grain flavor carrying a zesty spicy hop flavor white pepper sage and turmeric moderate bitterness very quiet alcohol presence mediumheavy mouthfeel smooth and lightly velvety bold alcohol warmth presence semidry at the finish  i know ive had this beer before likely before my beeradvocate days regardless this is my first rating and review of this beer it is a solid easy drinking imperial india pale ale simple yet alluring  pouring temperature 46 f canning info 51123 source local purchase
83,Hercules Double IPA,4.15,12 ounce bottle into a great divide snifter clear liquid gold and a nice fluffy foam from an aggressive pour smells like colorado the dank pine jumps right out theres a sweetness on the nose from the malt tastes big a punch in the mouth of well balanced maltiness and stanky piney hops resiny crisp finish featuring a bitter hop note high medium to low heavy mouthfeel medium carbonation overall id drink these every gah dam day if they were sold in florida
84,Hercules Double IPA,4.5,looks almost crystal clear def not hazy def my style  smells like pot i cant smoke it but i sure like the smell and beer taste of it  tastes super dank super weedy sweet and caramely with a sticky sticky resinous piney darkness old school as fuck and super big on malt and hops  feel is oily and gelatinous finishes very crisp though intriguing beer  overall  ive definitely had this before but i always seems to ignore great divide for whatever reason i think im primarily annoyed by their yeti series and how they absolutely try to milk the fuck out off it but thats another topic regardless its been a long time since ive bought a gd beer probably close to ten years but this beer is a super nice reminder of where beer was at 1015 years ago very dfh 90 minuteesque as well an ipa not ashamed to be malty and unpalatable to virginia beer enthusiasts
85,Hercules Double IPA,3.94,pine pine pine bitter bitter bitter bready bready  very old school not hoppy
86,Hercules Double IPA,4,citrus hints and malt dominates this dipa and the hops come in the form of deep woods pine forest other more nondescription tropical fruits appear as this warms youll hear others say this really comes to life as it warms i agree tasty stuff big pine notes with plenty of sweet nutty tealike malts without the sweetness being a turnoff like many also note the hops dont dominate here
87,Hercules Double IPA,3.32,the can i have isnt expired but not the freshest but this is so malty im wondering if they some how canned a brown ale if this how this normally is then its honestly awful to me zero hops just malt like this is so disappointing ill have to try again to see   seeing as how i have the lowest review on here i looked at others and theyre all as flabbergasted as i am i really hope we all got bad bottles or cans and it will be better next time   update after trying again i more or less confirmed what i thought while also liking this more still not for me but for those more into malty ipas
88,Hercules Double IPA,3.61,rerate 355 ml bottle courtesy of cardinal pub  bar stavanger abv is 91 85 ibu orange to amber colour slightly hazy moderate but lasting offwhite head with an orangey hue pleasant aroma of fruity american hops the flavour is an aggressive hoppy explosion from start to finish on a malty sweet too sweet background very bitter aftertaste not for the faint of heart  but i might get used to this  im upping it a point original rating bottle at the rover göteborg amber colour hazy sweet and alcoholic aroma and flavour but also plenty of hops as expected from a double ipa a bit overdone on both sweetness and hops in my book but still a good beer
89,Nillerzzzzz,4.44,look  black and thick with a fantastic tan rimming and lacing smell and taste  so much barrel booze chocolate and vanilla in that order feel  thick and creamy with a light carb overall  pretty fantastic for being from 2018 and drinking in 2023
90,Beer 30 Light,1,bought this when in college for a party tasted of sour wine body odor and skunked beer  there was beer left in the fridge at the end of the party if already inebriated college kids wont drink it i dont know how it could ever be considered worth paying any amount of money for it
91,Beer 30 Light,3,dude this is a light beer and the cheapest one do since all light beer tastes the same this should be the most popular one it was about 1213 years ago because thats when the 08 recession hit and i closed shortly after i sold it for 1 a can we started calling it millionaire beer cause everyone pretended they were rich buying rounds for everyone
92,Beer 30 Light,1,have only thrown up once due to alcohol in my life and this beer was the culprit stinks of urine tastes like urine stirred with sweaty gym socks and leaves the heaviest nastiest hangover you will ever suffer from avoid this beer at all costs the worst excuse for an alcoholic beverage i have ever had the misfortune to imbibe
